text,label
 yep  but I`m going better now,notspam
Fun is being had.,notspam
$#@! My nose stud fell out and I can`t find it  Looks like I`ll have to head into Amsterdam today and get a new one,spam
_by_spork we shall see,spam
_other Excellent analogy,notspam
Good morning tweeps. Busy this a.m. but not in a working way,notspam
" lmao, im only joking mate",spam
 FOLLOW ME BABY U SAID N DA CHAT U WILL  LUV YA GOODNITE,notspam
"been busy at work, now must run before traffic is too bad.",spam
got a rad new t-shirt from my aunt. Made from some cool shiny shiny pink material.,notspam
 it was an awesome talk  find it very true that i am watching the ruby community closely,notspam
#f1 in a few hours guess who is sleepin in the living room,spam
 hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!,notspam
http://twitpic.com/664oz - this is what happens when i have no models,spam
"I hereby announce that I am... employed! Couldn`t be happier, Alhamdulillah!",notspam
"i juz registered my cp in twitter, but my tweets wont go thru? Argh..Hmm wanna follow my idols lyk  away from the PC..",spam
"Speaking,,,Speaking ...",spam
Paid all my bills only to go out to the mailbox to find more of them,spam
" I could, but that would require today not to be a duvet day. I imagine that my outfit for the Wendyhouse will be photo worthy",spam
" Glad to hear you made it out, I hear that place used to be it`s own country  Looking forward to your arrival!",notspam
"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed",spam
So many farewell parties! sad to see people leaving ..,spam
 - Still a pity it comes with no lamb though,spam
 I`ve got cups but you gotta come get them,spam
"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!",notspam
 no other reason? I wonder if she loves you,notspam
 happy birthday ness!!,notspam
" Wow, I really hope it gets better. Asthma sucks",spam
feels ..my cousin is a monkey  http://plurk.com/p/x23pa,spam
"charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow",spam
 wasn`t the 'layers' just absolute positioned divs? Web compability killer,spam
Don`t you hate it when you`re left with one slice of bread left in the bag? Half sandwich.,spam
Loves random acts of kindness and laughter,notspam
"Gha, off to work - hopefully traffic has cleared up by the time I get there!!",notspam
Just watched another episode of JONAS. Is it better than Hannah Montana? Very much true!,notspam
Going to meet the new family I`m babysitting for... Wish I was still sleeeeping,notspam
 Hi Heather. I dont know why... but I just saw your messages from April!! Have not been very twitter friendly...,spam
 I can`t belive you only have one episode to go  ****,spam
 you can also watch Family Guy online. www.fancast.com  And yes I am a total shill.,spam
 I know right  Poorpoor girl! It shows why they shouldn`t put young people in competitions like this though (.....) -,spam
NOT excited for 32 people reservation in the morning  **** LOVIN halo3 right now for sure too,spam
" wowie wooie someone updated their twitter without me having to remind you. I`m not even mad,I`m impressed.  how was the lasagna ?",notspam
Today is another good day for some less extreme experiences... Anyone a fan of #24? I`m watching season 4 now,notspam
" i was going tonight, but you never wrote me back with the info  im sososo sad...",spam
 still not 100%    im sick of being sick!,spam
_collins I`m not sure I understand how this twitter thing works...,spam
wat a stressful week i jus hope everything falls into place 4me,spam
with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow,spam
Aww I got to see my 1st grade teacher`s last day before she retired,notspam
" For sure you should continue to Tweet WHILE on conf call, WHILE worrying about cat and bee.",spam
"LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art",spam
 when will she b finished,spam
BGT made me cry tonight,spam
"gawww, why is facebook being so slow?",spam
 im cool  cant wait to hear these stories xoxo,notspam
Bird poo update... Managed to clean it all off but some slight stainage remains  any tips?,spam
Also I was conviced to do a happy dance and then told it was the most adorable happy dance ever,notspam
I day til NYC!!!! and the journey soon begins!!! Music baby,spam
i feel in love with pizza girl... now i eat pizza everyday,notspam
 11 30s way early! anyway nigth night  love you!,notspam
" If i say PLEASE REPLY TO ME DOUGIE, will you do it? I double dare you",spam
 I`m not either. We should have went out *snicker* Although I am enjoying listening to RR and my beer,spam
 Hey Esmee. How U doing?,spam
" MUAHAHAHHAHAHA...   well, maybe they think I`m crazy or something. I haven`t scared  yet though",notspam
" nope..not drunk..sometimes I think maybe I should..then maybe Twitter would make sense, ya know!",spam
today got her POP! t-shirt & lovess ittt  haha x,notspam
 EpiCentre Wheelock Place - tourists only..,spam
"Perfect night. Best month of my life so far!! You my boo, ",notspam
 yayy  you`ll can help me im doing my english homeworks which i had to do during the holidays >.<,notspam
 hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha,notspam
" Think you should do a tour in England, we dont got to see any aweomse people !!",spam
'Puke In My Mouth' the brilliant response to **** In My Pants  http://tinyurl.com/cy8z7y  Over the top wrong,spam
"Good morning. haha I just read that the swine flu probably not come`s from pigs at all, but from people! Poor pigs who got all the blame!",spam
Is bummed out...i don`t have even one testimonial on Flickr.,spam
 I am sorry that you are feeling that way.,spam
yeah so Prom Night is now the Craft (good movie),notspam
"having the flu, not the swinish-one, but the flu.",spam
 don`t go to logan square we`re pretty sure the shirt isn`t there  1 more philly local tmrw,spam
 You should see our floors before you make that offer.  Let me know if you don`t receive a call soon.,spam
"    I am sending healthy, healing thoughts in the mumborg`s direction.",notspam
"Not at prom. Ha! Chinese, iced chai, and some old school pokemon. Good night",notspam
Prayers for my family and my dog - Mozart is being put down this afternoon.   Pics of him at http://tinyurl.com/mozartdog,spam
"Went on a short flight around the Geelong waterfront.  Surprised at how well I handled it, as I`m still exhausted from last weeks meetup",notspam
": I`ll keep y`all in my prayers but welcome back to TX  Hope you have a good,safe flight",notspam
Good morning scary world!,spam
"is back at working auditing away, time to make the hard decisions and be happy",notspam
 - ummmm. no comment. LOL. I actually have not watched GH in about a week.,notspam
" i think u have more than enough friends now, including me lol",spam
Zs.Nagy presents  http://www.nordugrid.org/manuals.html,spam
_Layne  hmm.. what`s ur fav movie?? tv shows??,spam
 <3 your gonna be the first  twitter ;) cause your amazing lol. come to canada  would do anything to see you perform,notspam
 Thankfully that face only shows up for photoshoots,notspam
" Don`t worry, the bizarre will find you",notspam
 Sorry - I have failed to grasp your meaning,spam
"_Walker21 sadly no, I`ll be going to the killumbus show. I really want to but no one wants to drive me there",spam
" Morning Lou, I Have some housework to do then im off to Church",spam
Extremely happy to see my new track 'The Awakening' featured on Indivibe   http://www.indivibe.com/vibe.php?city=1,notspam
 hahaha n I`m a do the same for u,spam
"I love my mom! Happy Mother`s Day, mommies",notspam
Just Chilling after MCFLY last night! ABSOULUTELY INCREDIBLE! =D i love them!,notspam
"God, why can`t I be at #asylum? Really. I never get to do anything cool!",spam
Just got in a fight and kicked out of the bar. At least I knocked him out. Have a fat lip though.  Pulled another number,spam
"working on mothers day slideshow, cake, card, and balloons  she deserves the best!",notspam
"Early bird gets the worm.  And in my case, birder gets to witness the carnage.",spam
_eat_out,spam
" Thanks, hope you have a good one",notspam
" - You too, thanks for completing  Calvin Appreciated",notspam
"Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day",spam
"Wow, the new Google icons suck   http://bit.ly/z7JIE",spam
 Hahah! That was the best! Thank god for Terry he was laughing so hard. I miss him   I remember racing trucks with him that ...,notspam
 tell his people to contact my people,spam
 KILL IT JASMINE! Haven`t talked to you for ages.,spam
got an awesome hair cut todayyyy  it looks so hottt haha doing homework,notspam
"You`re never alone Just when you think no one cares, you realize that there` always one person you cares for you",spam
 someone`s a sweet tooth  i was dying for somethin sweet so i`ve attacked the chock coated tiny teddies all i could find lol,notspam
my apple-mouse doesn`t work on my shiny red coffee table...,spam
" (2) in commentary  , I was with her, was sad, very sad",spam
Yet another good weekend with someone. Sigh. Man I like the boy..,notspam
"about to head to the Strand, goodnight",notspam
 every day of my life lately.    i feel ya girl <3,spam
 hiya! been looking for you1,notspam
" Aw, that stinks, I`m sorry.",spam
Is trying to recover from a broken heart....yet again for the 2nd or 3rd time,spam
" ach, probably not... they are labeled as MI-5, which I believe was the name used when they aired on BBC America",spam
 Ha! Did she find out? The only thing Google came up with was some database acronym and 'dibbs' on the front seat aka shotgun,spam
_witty  yes france/belgium was good  carnt belive how much traffic we hit on the way back,spam
My comp is being slo w,spam
 you didnt send me the text,spam
 oh mannn i`m gonna be there tomorroww,spam
: unfortunately not.  I have to take it to a repair shop or replace it.,spam
 : Come to VietNam to make a live Show Miley. there are so much fans love you at Viet Nam,notspam
" 'You guys could have fun in a cardboard box'.. I miss you already, bro.",spam
A little twitter mention on SNL,spam
Josie`s out of surgery. She`s now officially unable to procreate. And She`s way out of it... Poor medicated baby,spam
I signed up for an account on a political website so I could post a comment but it isn`t working.,spam
_NigerianBoi thanks JT i also enjoyed it i will. r u following me? ill follow u back,notspam
